scenario_variation,model,row_wise,observations_attempted,correct,percent_error,run_time,input_tokens_used,output_tokens_used,cost,source_file
"semi_major_axis_star1-9.6 M, 3.1 M",claude-3-5-haiku-20241022,False,,False,3.611734317367194,16.13,5582,621,0.0069496,claude-3-5-haiku-20241022_18-01_15_55_53/claude-3-5-haiku-20241022_18-01_15_55_53.json
"semi_major_axis_star1-9.6 M, 3.1 M",claude-3-5-haiku-20241022,False,,False,3.611734317367194,16.2,5582,621,0.0069496,claude-3-5-haiku-20241022_18-01_15_55_53/claude-3-5-haiku-20241022_18-01_15_55_53.json
"semi_major_axis_star1-21.3 M, 3.1 M",claude-3-5-haiku-20241022,False,,False,17.69330603190598,15.59,5587,584,0.0068056,claude-3-5-haiku-20241022_18-01_15_55_53/claude-3-5-haiku-20241022_18-01_15_55_53.json
"semi_major_axis_star1-21.3 M, 3.1 M",claude-3-5-haiku-20241022,False,,False,17.693306031905934,16.73,5809,676,0.0073512000000000004,claude-3-5-haiku-20241022_18-01_15_55_53/claude-3-5-haiku-20241022_18-01_15_55_53.json
"semi_major_axis_star1-21.3 M, 3.1 M",claude-3-5-haiku-20241022,False,,True,0.036683111088090414,16.89,5913,789,0.0078864,claude-3-5-haiku-20241022_18-01_15_55_53/claude-3-5-haiku-20241022_18-01_15_55_53.json
"semi_major_axis_star1-9.6 M, 3.1 M, yrAUMsun",claude-3-5-haiku-20241022,False,,False,3.6117289989545904,13.18,3849,572,0.005367200000000001,claude-3-5-haiku-20241022_18-01_15_55_53/claude-3-5-haiku-20241022_18-01_15_55_53.json
"semi_major_axis_star1-9.6 M, 3.1 M, yrAUMsun",claude-3-5-haiku-20241022,False,,False,4.412522702292254,11.46,3742,478,0.0049056,claude-3-5-haiku-20241022_18-01_15_55_53/claude-3-5-haiku-20241022_18-01_15_55_53.json
"semi_major_axis_star1-9.6 M, 3.1 M, yrAUMsun",claude-3-5-haiku-20241022,False,,False,4.412522702292254,12.42,3792,483,0.004965600000000001,claude-3-5-haiku-20241022_18-01_15_55_53/claude-3-5-haiku-20241022_18-01_15_55_53.json
"semi_major_axis_star1-9.6 M, 3.1 M, Proper Motion",claude-3-5-haiku-20241022,False,,False,9.801160610473165,18.18,5525,740,0.00738,claude-3-5-haiku-20241022_18-01_15_55_53/claude-3-5-haiku-20241022_18-01_15_55_53.json
"semi_major_axis_star1-9.6 M, 3.1 M, Proper Motion",claude-3-5-haiku-20241022,False,,False,9.801160610473165,12.56,3718,492,0.0049424,claude-3-5-haiku-20241022_18-01_15_55_53/claude-3-5-haiku-20241022_18-01_15_55_53.json
"semi_major_axis_star1-9.6 M, 3.1 M, Proper Motion",claude-3-5-haiku-20241022,False,,False,17.434450445126572,17.02,5827,751,0.0076656,claude-3-5-haiku-20241022_18-01_15_55_53/claude-3-5-haiku-20241022_18-01_15_55_53.json
"semi_major_axis_star1-9.6 M, 3.1 M, Proper Motion2",claude-3-5-haiku-20241022,False,,False,4.74433371946002,15.82,5643,648,0.0071064,claude-3-5-haiku-20241022_18-01_15_55_53/claude-3-5-haiku-20241022_18-01_15_55_53.json
"semi_major_axis_star1-9.6 M, 3.1 M, Proper Motion2",claude-3-5-haiku-20241022,False,,False,7.8184416758772475,13.51,5396,609,0.0067528,claude-3-5-haiku-20241022_18-01_15_55_53/claude-3-5-haiku-20241022_18-01_15_55_53.json
"semi_major_axis_star1-9.6 M, 3.1 M, Proper Motion2",claude-3-5-haiku-20241022,False,,False,7.8184416758772475,13.6,5396,609,0.0067528,claude-3-5-haiku-20241022_18-01_15_55_53/claude-3-5-haiku-20241022_18-01_15_55_53.json
"semi_major_axis_star1-9.6 M, 3.1 M, cgs",claude-3-5-haiku-20241022,False,,False,3.611734317339581,18.27,5947,701,0.007561600000000001,claude-3-5-haiku-20241022_18-01_15_55_53/claude-3-5-haiku-20241022_18-01_15_55_53.json
"semi_major_axis_star1-9.6 M, 3.1 M, cgs",claude-3-5-haiku-20241022,False,,False,0.999999998389833,17.61,5992,831,0.008117599999999999,claude-3-5-haiku-20241022_18-01_15_55_53/claude-3-5-haiku-20241022_18-01_15_55_53.json
"semi_major_axis_star1-9.6 M, 3.1 M, cgs",claude-3-5-haiku-20241022,False,,False,0.999999998389833,17.43,5992,831,0.008117599999999999,claude-3-5-haiku-20241022_18-01_15_55_53/claude-3-5-haiku-20241022_18-01_15_55_53.json
"semi_major_axis_star2-9.6 M, 3.1 M",claude-3-5-haiku-20241022,False,,False,0.3229166666783434,16.56,5762,666,0.0072736,claude-3-5-haiku-20241022_18-01_15_55_53/claude-3-5-haiku-20241022_18-01_15_55_53.json
"semi_major_axis_star2-9.6 M, 3.1 M",claude-3-5-haiku-20241022,False,,False,0.7384311650686586,12.34,3785,470,0.004908,claude-3-5-haiku-20241022_18-01_15_55_53/claude-3-5-haiku-20241022_18-01_15_55_53.json
"semi_major_axis_star2-9.6 M, 3.1 M",claude-3-5-haiku-20241022,False,,False,0.7384311650686586,12.57,3785,470,0.004908,claude-3-5-haiku-20241022_18-01_15_55_53/claude-3-5-haiku-20241022_18-01_15_55_53.json
"semi_major_axis_star2-21.3 M, 3.1 M",claude-3-5-haiku-20241022,False,,False,0.14553990614643525,15.76,5775,669,0.007296,claude-3-5-haiku-20241022_18-01_15_55_53/claude-3-5-haiku-20241022_18-01_15_55_53.json
"semi_major_axis_star2-21.3 M, 3.1 M",claude-3-5-haiku-20241022,False,,False,0.08356177174789056,16.45,4212,745,0.0063496,claude-3-5-haiku-20241022_18-01_15_55_53/claude-3-5-haiku-20241022_18-01_15_55_53.json
"semi_major_axis_star2-21.3 M, 3.1 M",claude-3-5-haiku-20241022,False,,False,0.08356177174789056,23.54,4212,745,0.0063496,claude-3-5-haiku-20241022_18-01_15_55_53/claude-3-5-haiku-20241022_18-01_15_55_53.json
"semi_major_axis_star2-0.18 M, 0.63 M",claude-3-5-haiku-20241022,False,,False,3.4999999996453153,16.26,5769,675,0.007315200000000001,claude-3-5-haiku-20241022_18-01_15_55_53/claude-3-5-haiku-20241022_18-01_15_55_53.json
"semi_major_axis_star2-0.18 M, 0.63 M",claude-3-5-haiku-20241022,False,,False,3.4999999996453153,20.29,5838,648,0.0072624000000000005,claude-3-5-haiku-20241022_18-01_15_55_53/claude-3-5-haiku-20241022_18-01_15_55_53.json
"semi_major_axis_star2-0.18 M, 0.63 M",claude-3-5-haiku-20241022,False,,False,1.0861476915464043,16.15,3859,480,0.0050072,claude-3-5-haiku-20241022_18-01_15_55_53/claude-3-5-haiku-20241022_18-01_15_55_53.json
"semi_minor_axis-9.6 M, 3.1 M",claude-3-5-haiku-20241022,False,,True,1.3020162691043216e-16,13.81,3837,605,0.005489600000000001,claude-3-5-haiku-20241022_18-01_15_55_53/claude-3-5-haiku-20241022_18-01_15_55_53.json
"semi_minor_axis-9.6 M, 3.1 M",claude-3-5-haiku-20241022,False,,False,0.19999011069037811,16.5,4324,808,0.0066912000000000004,claude-3-5-haiku-20241022_18-01_15_55_53/claude-3-5-haiku-20241022_18-01_15_55_53.json
"semi_minor_axis-9.6 M, 3.1 M",claude-3-5-haiku-20241022,False,,False,0.1999901106903772,12.93,4180,523,0.005436,claude-3-5-haiku-20241022_18-01_15_55_53/claude-3-5-haiku-20241022_18-01_15_55_53.json
"semi_minor_axis-21.3 M, 3.1 M",claude-3-5-haiku-20241022,False,,False,0.5000154520934884,16.95,5794,747,0.0076232,claude-3-5-haiku-20241022_18-01_15_55_53/claude-3-5-haiku-20241022_18-01_15_55_53.json
"semi_minor_axis-21.3 M, 3.1 M",claude-3-5-haiku-20241022,False,,False,0.7500077260467441,15.11,4062,744,0.0062256,claude-3-5-haiku-20241022_18-01_15_55_53/claude-3-5-haiku-20241022_18-01_15_55_53.json
"semi_minor_axis-21.3 M, 3.1 M",claude-3-5-haiku-20241022,False,,False,0.5000154520934884,15.26,4437,781,0.0066736,claude-3-5-haiku-20241022_18-01_15_55_53/claude-3-5-haiku-20241022_18-01_15_55_53.json
"semi_minor_axis-0.18 M, 0.63 M",claude-3-5-haiku-20241022,False,,False,0.7500077260469113,25.46,5864,813,0.007943200000000001,claude-3-5-haiku-20241022_18-01_15_55_53/claude-3-5-haiku-20241022_18-01_15_55_53.json
"semi_minor_axis-0.18 M, 0.63 M",claude-3-5-haiku-20241022,False,,True,0.01158765634434854,17.51,6397,804,0.0083336,claude-3-5-haiku-20241022_18-01_15_55_53/claude-3-5-haiku-20241022_18-01_15_55_53.json
"semi_minor_axis-0.18 M, 0.63 M",claude-3-5-haiku-20241022,False,,False,0.7500077260469113,16.47,4357,705,0.0063056,claude-3-5-haiku-20241022_18-01_15_55_53/claude-3-5-haiku-20241022_18-01_15_55_53.json
"semi_minor_axis-9.6 M, 3.1 M, Proper Motion",claude-3-5-haiku-20241022,False,,False,0.29289184816812547,21.25,5875,792,0.007868,claude-3-5-haiku-20241022_18-01_15_55_53/claude-3-5-haiku-20241022_18-01_15_55_53.json
"semi_minor_axis-9.6 M, 3.1 M, Proper Motion",claude-3-5-haiku-20241022,False,,False,0.666691084973355,13.47,4053,551,0.0054464000000000005,claude-3-5-haiku-20241022_18-01_15_55_53/claude-3-5-haiku-20241022_18-01_15_55_53.json
"semi_minor_axis-9.6 M, 3.1 M, Proper Motion",claude-3-5-haiku-20241022,False,,False,0.666691084973355,12.94,4053,551,0.0054464000000000005,claude-3-5-haiku-20241022_18-01_15_55_53/claude-3-5-haiku-20241022_18-01_15_55_53.json
"semi_minor_axis-9.6 M, 3.1 M, Proper Motion2",claude-3-5-haiku-20241022,False,,False,0.770620075869744,20.33,8131,965,0.0103648,claude-3-5-haiku-20241022_18-01_15_55_53/claude-3-5-haiku-20241022_18-01_15_55_53.json
"semi_minor_axis-9.6 M, 3.1 M, Proper Motion2",claude-3-5-haiku-20241022,False,,True,0.049985172277157444,18.87,4316,787,0.0066008,claude-3-5-haiku-20241022_18-01_15_55_53/claude-3-5-haiku-20241022_18-01_15_55_53.json
"semi_minor_axis-9.6 M, 3.1 M, Proper Motion2",claude-3-5-haiku-20241022,False,,True,0.0,15.2,4343,671,0.0061584,claude-3-5-haiku-20241022_18-01_15_55_53/claude-3-5-haiku-20241022_18-01_15_55_53.json
"semi_minor_axis_star1-9.6 M, 3.1 M",claude-3-5-haiku-20241022,False,,False,0.7625295856546479,14.03,3753,568,0.0052744,claude-3-5-haiku-20241022_18-01_15_55_53/claude-3-5-haiku-20241022_18-01_15_55_53.json
"semi_minor_axis_star1-9.6 M, 3.1 M",claude-3-5-haiku-20241022,False,,False,0.7625295856546479,14.42,3753,568,0.0052744,claude-3-5-haiku-20241022_18-01_15_55_53/claude-3-5-haiku-20241022_18-01_15_55_53.json
"semi_minor_axis_star1-9.6 M, 3.1 M",claude-3-5-haiku-20241022,False,,False,0.7625295856546479,15.07,3753,568,0.0052744,claude-3-5-haiku-20241022_18-01_15_55_53/claude-3-5-haiku-20241022_18-01_15_55_53.json
"semi_minor_axis_star1-21.3 M, 3.1 M",claude-3-5-haiku-20241022,False,,False,0.27326464823683394,20.38,7711,853,0.0095808,claude-3-5-haiku-20241022_18-01_15_55_53/claude-3-5-haiku-20241022_18-01_15_55_53.json
"semi_minor_axis_star1-21.3 M, 3.1 M",claude-3-5-haiku-20241022,False,,False,0.2732646482368301,17.21,5618,784,0.007630400000000001,claude-3-5-haiku-20241022_18-01_15_55_53/claude-3-5-haiku-20241022_18-01_15_55_53.json
"semi_minor_axis_star1-21.3 M, 3.1 M",claude-3-5-haiku-20241022,False,,False,0.2732646482368301,22.48,5618,784,0.007630400000000001,claude-3-5-haiku-20241022_18-01_15_55_53/claude-3-5-haiku-20241022_18-01_15_55_53.json
"semi_minor_axis_star1-0.18 M, 0.63 M",claude-3-5-haiku-20241022,False,,False,1.064736561874401,12.64,3666,491,0.0048968,claude-3-5-haiku-20241022_18-01_15_55_53/claude-3-5-haiku-20241022_18-01_15_55_53.json
"semi_minor_axis_star1-0.18 M, 0.63 M",claude-3-5-haiku-20241022,False,,False,1.064736561874401,16.25,3666,491,0.0048968,claude-3-5-haiku-20241022_18-01_15_55_53/claude-3-5-haiku-20241022_18-01_15_55_53.json
"semi_minor_axis_star1-0.18 M, 0.63 M",claude-3-5-haiku-20241022,False,,False,1.064736561874401,12.84,3666,491,0.0048968,claude-3-5-haiku-20241022_18-01_15_55_53/claude-3-5-haiku-20241022_18-01_15_55_53.json
"semi_minor_axis_star2-21.3 M, 3.1 M",claude-3-5-haiku-20241022,False,,False,0.054768368714974175,17.39,5764,790,0.007771200000000001,claude-3-5-haiku-20241022_18-01_15_55_53/claude-3-5-haiku-20241022_18-01_15_55_53.json
"semi_minor_axis_star2-21.3 M, 3.1 M",claude-3-5-haiku-20241022,False,,False,0.054768368714974175,17.96,5764,790,0.007771200000000001,claude-3-5-haiku-20241022_18-01_15_55_53/claude-3-5-haiku-20241022_18-01_15_55_53.json
"semi_minor_axis_star2-21.3 M, 3.1 M",claude-3-5-haiku-20241022,False,,False,0.054768368714974175,17.84,5764,790,0.007771200000000001,claude-3-5-haiku-20241022_18-01_15_55_53/claude-3-5-haiku-20241022_18-01_15_55_53.json
"semi_minor_axis_star2-0.18 M, 0.63 M",claude-3-5-haiku-20241022,False,,False,1.2499304654004608,18.57,5869,875,0.0081952,claude-3-5-haiku-20241022_18-01_15_55_53/claude-3-5-haiku-20241022_18-01_15_55_53.json
"semi_minor_axis_star2-0.18 M, 0.63 M",claude-3-5-haiku-20241022,False,,False,0.13397282417047796,18.35,6390,806,0.008336,claude-3-5-haiku-20241022_18-01_15_55_53/claude-3-5-haiku-20241022_18-01_15_55_53.json
"semi_minor_axis_star2-0.18 M, 0.63 M",claude-3-5-haiku-20241022,False,,False,0.7625295856664506,17.39,6405,837,0.008472,claude-3-5-haiku-20241022_18-01_15_55_53/claude-3-5-haiku-20241022_18-01_15_55_53.json
"semi_minor_axis_star2-9.6 M, 3.1 M",claude-3-5-haiku-20241022,False,,True,3.315411518830347e-10,18.67,5897,885,0.0082576,claude-3-5-haiku-20241022_18-01_15_55_53/claude-3-5-haiku-20241022_18-01_15_55_53.json
"semi_minor_axis_star2-9.6 M, 3.1 M",claude-3-5-haiku-20241022,False,,True,3.315411518830347e-10,19.11,5897,885,0.0082576,claude-3-5-haiku-20241022_18-01_15_55_53/claude-3-5-haiku-20241022_18-01_15_55_53.json
"semi_minor_axis_star2-9.6 M, 3.1 M",claude-3-5-haiku-20241022,False,,True,3.315411518830347e-10,19.04,5897,885,0.0082576,claude-3-5-haiku-20241022_18-01_15_55_53/claude-3-5-haiku-20241022_18-01_15_55_53.json
"specific_angular_momentum-9.6 M, 3.1 M",claude-3-5-haiku-20241022,False,,True,1.12488287257179e-16,17.65,4052,739,0.0061976,claude-3-5-haiku-20241022_18-01_15_55_53/claude-3-5-haiku-20241022_18-01_15_55_53.json
"specific_angular_momentum-9.6 M, 3.1 M",claude-3-5-haiku-20241022,False,,True,1.2756977404828604e-07,10.93,4059,354,0.0046632,claude-3-5-haiku-20241022_18-01_15_55_53/claude-3-5-haiku-20241022_18-01_15_55_53.json
"specific_angular_momentum-9.6 M, 3.1 M",claude-3-5-haiku-20241022,False,,True,1.2756977404828604e-07,11.63,4059,354,0.0046632,claude-3-5-haiku-20241022_18-01_15_55_53/claude-3-5-haiku-20241022_18-01_15_55_53.json
"specific_angular_momentum-21.3 M, 3.1 M",claude-3-5-haiku-20241022,False,,True,3.7600391699992385e-16,17.19,4057,745,0.0062256,claude-3-5-haiku-20241022_18-01_15_55_53/claude-3-5-haiku-20241022_18-01_15_55_53.json
"specific_angular_momentum-21.3 M, 3.1 M",claude-3-5-haiku-20241022,False,,True,3.7600391699992385e-16,20.91,4667,806,0.0069575999999999995,claude-3-5-haiku-20241022_18-01_15_55_53/claude-3-5-haiku-20241022_18-01_15_55_53.json
"specific_angular_momentum-21.3 M, 3.1 M",claude-3-5-haiku-20241022,False,,True,3.7600391699992385e-16,15.69,4667,806,0.0069575999999999995,claude-3-5-haiku-20241022_18-01_15_55_53/claude-3-5-haiku-20241022_18-01_15_55_53.json
"specific_angular_momentum-0.18 M, 0.63 M",claude-3-5-haiku-20241022,False,,True,1.3504980414432219e-16,16.91,4064,760,0.0062912,claude-3-5-haiku-20241022_18-01_15_55_53/claude-3-5-haiku-20241022_18-01_15_55_53.json
"specific_angular_momentum-0.18 M, 0.63 M",claude-3-5-haiku-20241022,False,,True,1.3504980414432219e-16,20.27,4567,791,0.0068176,claude-3-5-haiku-20241022_18-01_15_55_53/claude-3-5-haiku-20241022_18-01_15_55_53.json
"specific_angular_momentum-0.18 M, 0.63 M",claude-3-5-haiku-20241022,False,,True,1.2756864204991085e-07,12.88,4081,406,0.0048888000000000004,claude-3-5-haiku-20241022_18-01_15_55_53/claude-3-5-haiku-20241022_18-01_15_55_53.json
"time_fraction_acceleraton_below_mean-21.3 M, 3.1 M",claude-3-5-haiku-20241022,False,,True,0.0004920436504628098,13.67,2073,578,0.0039704,claude-3-5-haiku-20241022_18-01_15_55_53/claude-3-5-haiku-20241022_18-01_15_55_53.json
"time_fraction_acceleraton_below_mean-21.3 M, 3.1 M",claude-3-5-haiku-20241022,False,,True,0.0004920436504628098,13.13,2073,578,0.0039704,claude-3-5-haiku-20241022_18-01_15_55_53/claude-3-5-haiku-20241022_18-01_15_55_53.json
"time_fraction_acceleraton_below_mean-21.3 M, 3.1 M",claude-3-5-haiku-20241022,False,,True,0.0004920436504628098,13.11,2073,578,0.0039704,claude-3-5-haiku-20241022_18-01_15_55_53/claude-3-5-haiku-20241022_18-01_15_55_53.json
"time_fraction_acceleraton_below_mean-0.18 M, 0.63 M",claude-3-5-haiku-20241022,False,,True,0.0004920436484651065,13.44,2071,578,0.0039688,claude-3-5-haiku-20241022_18-01_15_55_53/claude-3-5-haiku-20241022_18-01_15_55_53.json
"time_fraction_acceleraton_below_mean-0.18 M, 0.63 M",claude-3-5-haiku-20241022,False,,True,0.0004920436484651065,14.87,2071,578,0.0039688,claude-3-5-haiku-20241022_18-01_15_55_53/claude-3-5-haiku-20241022_18-01_15_55_53.json
"time_fraction_acceleraton_below_mean-0.18 M, 0.63 M",claude-3-5-haiku-20241022,False,,True,0.0004920436484651065,13.19,2071,578,0.0039688,claude-3-5-haiku-20241022_18-01_15_55_53/claude-3-5-haiku-20241022_18-01_15_55_53.json
"time_fraction_acceleraton_below_mean-9.6 M, 3.1 M",claude-3-5-haiku-20241022,False,,True,0.0004920436520151356,16.36,2072,578,0.0039696,claude-3-5-haiku-20241022_18-01_15_55_53/claude-3-5-haiku-20241022_18-01_15_55_53.json
"time_fraction_acceleraton_below_mean-9.6 M, 3.1 M",claude-3-5-haiku-20241022,False,,True,0.0004920436520151356,16.66,2072,578,0.0039696,claude-3-5-haiku-20241022_18-01_15_55_53/claude-3-5-haiku-20241022_18-01_15_55_53.json
"time_fraction_acceleraton_below_mean-9.6 M, 3.1 M",claude-3-5-haiku-20241022,False,,True,0.0004920436520151356,13.22,2072,578,0.0039696,claude-3-5-haiku-20241022_18-01_15_55_53/claude-3-5-haiku-20241022_18-01_15_55_53.json
"total_mass-21.3 M, 3.1 M",claude-3-5-haiku-20241022,False,,False,156727784.02231234,18.97,5890,855,0.008132,claude-3-5-haiku-20241022_18-01_15_55_53/claude-3-5-haiku-20241022_18-01_15_55_53.json
"total_mass-21.3 M, 3.1 M",claude-3-5-haiku-20241022,False,,False,0.9835691337761056,14.06,3978,571,0.0054664,claude-3-5-haiku-20241022_18-01_15_55_53/claude-3-5-haiku-20241022_18-01_15_55_53.json
"total_mass-21.3 M, 3.1 M",claude-3-5-haiku-20241022,False,,False,0.9835691337761056,14.25,3978,571,0.0054664,claude-3-5-haiku-20241022_18-01_15_55_53/claude-3-5-haiku-20241022_18-01_15_55_53.json
"total_mass-0.18 M, 0.63 M",claude-3-5-haiku-20241022,False,,False,0.9835509675924488,19.77,5754,772,0.0076912000000000005,claude-3-5-haiku-20241022_18-01_15_55_53/claude-3-5-haiku-20241022_18-01_15_55_53.json
"total_mass-0.18 M, 0.63 M",claude-3-5-haiku-20241022,False,,False,0.9835689684203665,13.71,4077,508,0.005293600000000001,claude-3-5-haiku-20241022_18-01_15_55_53/claude-3-5-haiku-20241022_18-01_15_55_53.json
"total_mass-0.18 M, 0.63 M",claude-3-5-haiku-20241022,False,,False,0.9835689684203665,14.5,4077,508,0.005293600000000001,claude-3-5-haiku-20241022_18-01_15_55_53/claude-3-5-haiku-20241022_18-01_15_55_53.json
"total_mass-9.6 M, 3.1 M",claude-3-5-haiku-20241022,False,,False,156728315.23490357,22.54,6310,1143,0.00962,claude-3-5-haiku-20241022_18-01_15_55_53/claude-3-5-haiku-20241022_18-01_15_55_53.json
"total_mass-9.6 M, 3.1 M",claude-3-5-haiku-20241022,False,,False,0.997946140748534,14.14,4128,490,0.0052624,claude-3-5-haiku-20241022_18-01_15_55_53/claude-3-5-haiku-20241022_18-01_15_55_53.json
"total_mass-9.6 M, 3.1 M",claude-3-5-haiku-20241022,False,,False,0.997946140748534,14.11,4128,490,0.0052624,claude-3-5-haiku-20241022_18-01_15_55_53/claude-3-5-haiku-20241022_18-01_15_55_53.json
"travel_time_orbital_20per_path-21.3 M, 3.1 M",claude-3-5-haiku-20241022,False,,False,4.943840579648358,15.73,3872,553,0.0053096,claude-3-5-haiku-20241022_18-01_15_55_53/claude-3-5-haiku-20241022_18-01_15_55_53.json
"travel_time_orbital_20per_path-21.3 M, 3.1 M",claude-3-5-haiku-20241022,False,,False,16.69293478263487,15.55,3978,641,0.0057464000000000005,claude-3-5-haiku-20241022_18-01_15_55_53/claude-3-5-haiku-20241022_18-01_15_55_53.json
"travel_time_orbital_20per_path-21.3 M, 3.1 M",claude-3-5-haiku-20241022,False,,False,16.69293478263487,15.08,3978,641,0.0057464000000000005,claude-3-5-haiku-20241022_18-01_15_55_53/claude-3-5-haiku-20241022_18-01_15_55_53.json
"travel_time_orbital_20per_path-0.18 M, 0.63 M",claude-3-5-haiku-20241022,False,,False,16.69474637675088,18.19,4092,804,0.0064896,claude-3-5-haiku-20241022_18-01_15_55_53/claude-3-5-haiku-20241022_18-01_15_55_53.json
"travel_time_orbital_20per_path-0.18 M, 0.63 M",claude-3-5-haiku-20241022,False,,False,16.69474637675088,18.32,4092,804,0.0064896,claude-3-5-haiku-20241022_18-01_15_55_53/claude-3-5-haiku-20241022_18-01_15_55_53.json
"travel_time_orbital_20per_path-0.18 M, 0.63 M",claude-3-5-haiku-20241022,False,,False,16.69474637675088,19.32,4092,804,0.0064896,claude-3-5-haiku-20241022_18-01_15_55_53/claude-3-5-haiku-20241022_18-01_15_55_53.json
"travel_time_orbital_20per_path-9.6 M, 3.1 M",claude-3-5-haiku-20241022,False,,False,0.07155797101309956,16.18,4029,694,0.0059992,claude-3-5-haiku-20241022_18-01_15_55_53/claude-3-5-haiku-20241022_18-01_15_55_53.json
"travel_time_orbital_20per_path-9.6 M, 3.1 M",claude-3-5-haiku-20241022,False,,False,16.69474637677215,27.33,9547,1642,0.0142056,claude-3-5-haiku-20241022_18-01_15_55_53/claude-3-5-haiku-20241022_18-01_15_55_53.json
"travel_time_orbital_20per_path-9.6 M, 3.1 M",claude-3-5-haiku-20241022,False,,False,16.69474637677215,28.63,9547,1642,0.0142056,claude-3-5-haiku-20241022_18-01_15_55_53/claude-3-5-haiku-20241022_18-01_15_55_53.json
"travel_time_orbital_70per_path-9.6 M, 3.1 M",claude-3-5-haiku-20241022,False,,False,0.99987138263598,12.43,3835,543,0.00524,claude-3-5-haiku-20241022_18-01_15_55_53/claude-3-5-haiku-20241022_18-01_15_55_53.json
"travel_time_orbital_70per_path-9.6 M, 3.1 M",claude-3-5-haiku-20241022,False,,False,7.793311897117433,14.07,3942,616,0.0056176,claude-3-5-haiku-20241022_18-01_15_55_53/claude-3-5-haiku-20241022_18-01_15_55_53.json
"travel_time_orbital_70per_path-9.6 M, 3.1 M",claude-3-5-haiku-20241022,False,,False,7.793311897117433,14.33,3942,616,0.0056176,claude-3-5-haiku-20241022_18-01_15_55_53/claude-3-5-haiku-20241022_18-01_15_55_53.json
